Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
59.84,4.51,30.76,17.0,4.34,51.86,1.43,Bessemer Steel,9.25
74.4,5.6,24.2,10.81,7.5,15.3,1.5,Bessemer Steel,4.8
64.84,7.16,17.01,1.88,13.1,15.0,1.5,Bessemer Steel,0.61
5.7,3.7,42.6,14.54,1.9,87.8,1.5,Bessemer Steel,8.37
119.67,5.65,31.99,7.31,12.69,45.69,3.0,Open Hearth iron,3.94
15.0,7.0,7.6,4.0,23.2,30.9,3.0,Open Hearth iron,2.6
13.13,6.85,28.76,12.2,4.81,35.85,3.09,Open Hearth iron,7.39
4.89,7.5,54.4,2.0,5.7,70.4,3.0,Wrought Iron,2.2
13.22,5.31,33.2,4.0,6.95,40.4,3.02,Wrought Iron,2.66
0.6,3.1,55.4,6.2,68.9,65.0,1.5,Open Hearth iron,5.8
31.9,7.1,12.4,8.0,33.5,12.8,3.0,Bessemer Steel,0.8
31.9,7.1,12.4,12.43,33.5,12.8,3.0,Bessemer Steel,3.7
12.15,7.0,28.6,6.22,1.1,52.5,1.5,Wrought Iron,5.92
57.0,7.3,17.8,1.96,11.7,15.8,1.5,Open Hearth iron,0.56
2.78,9.4,24.7,3.01,6.1,6.2,1.5,Bessemer Steel,4.68
13.33,5.23,33.41,17.5,6.97,40.18,1.48,Bessemer Steel,6.88
10.0,8.8,31.2,5.35,7.2,31.2,1.5,Open Hearth iron,2.15
49.0,6.7,23.4,2.55,14.7,35.1,1.5,Bessemer Steel,1.45
11.47,7.51,28.29,9.8,16.74,20.36,1.53,Open Hearth iron,2.91
66.7,5.6,22.2,7.81,7.0,17.7,1.5,Open Hearth iron,5.13
23.7,6.2,31.2,5.93,10.8,30.9,1.5,Bessemer Steel,4.62
28.19,6.8,24.77,1.0,15.82,52.19,2.96,Bessemer Steel,0.71
15.0,7.0,7.6,4.0,23.2,30.9,3.0,Bessemer Steel,2.7
114.0,4.5,13.0,1.3,34.7,5.6,3.0,Wrought Iron,0.2
6.89,7.37,37.53,1.9,2.07,44.84,2.97,Bessemer Steel,2.18
74.4,5.6,24.2,11.86,7.5,15.3,1.5,Bessemer Steel,5.15
137.03,4.55,34.89,12.2,14.77,45.88,3.04,Wrought Iron,8.98
2.66,9.42,21.66,5.9,34.61,9.4,1.53,Bessemer Steel,7.24
2.72,9.45,24.84,1.9,6.17,6.19,2.95,Wrought Iron,5.95
9.91,6.0,32.91,4.2,2.37,47.35,2.91,Bessemer Steel,4.45
15.0,7.0,7.6,12.0,23.2,30.9,1.5,Wrought Iron,5.1
31.9,7.1,12.4,7.5,33.5,12.8,3.0,Wrought Iron,1.56
13.15,7.0,28.8,17.5,4.9,35.8,1.5,Wrought Iron,9.5
17.7,7.6,25.7,4.94,2.6,46.1,1.5,Bessemer Steel,1.43
431.0,5.9,12.2,6.49,40.6,7.2,3.0,Open Hearth iron,0.8
51.96,6.0,32.1,14.3,15.51,13.24,1.48,Bessemer Steel,4.35
15.0,7.0,7.6,3.8,23.2,30.9,1.5,Bessemer Steel,2.47
114.01,4.46,12.97,12.0,34.6,5.54,1.44,Wrought Iron,1.26
112.0,4.5,13.8,2.0,16.0,17.6,3.0,Bessemer Steel,1.0
4.89,7.52,54.48,7.9,5.76,70.49,1.64,Wrought Iron,4.78
59.8,4.5,30.8,17.0,4.4,51.7,1.5,Open Hearth iron,7.9
57.0,7.3,17.8,8.49,11.7,15.8,1.5,Bessemer Steel,2.39
9.7,6.0,33.0,10.0,2.3,47.1,3.0,Wrought Iron,8.1
110.0,5.3,32.0,9.96,15.5,53.1,1.5,Bessemer Steel,1.99
12.1,6.86,28.55,11.6,1.09,52.38,2.84,Bessemer Steel,11.68
205.0,4.7,2.8,4.1,38.1,0.6,3.0,Open Hearth iron,2.5
9.59,5.88,33.11,10.2,2.3,47.23,1.63,Open Hearth iron,6.75
20.6,7.3,18.0,8.09,10.9,26.0,3.0,Bessemer Steel,2.11
112.21,4.5,13.78,4.0,15.83,17.59,3.07,Open Hearth iron,1.76
59.8,4.5,30.8,4.79,4.4,51.7,1.5,Bessemer Steel,4.14
12.15,6.96,28.44,3.6,1.09,52.5,2.92,Wrought Iron,4.24
57.0,7.3,17.8,3.7,11.7,15.8,3.0,Wrought Iron,1.4
6.84,7.3,37.6,6.22,2.0,44.9,3.0,Open Hearth iron,3.24
2.78,9.4,24.7,10.2,6.1,6.2,3.0,Wrought Iron,19.7
386.0,4.5,3.0,6.1,32.1,2.6,3.0,Open Hearth iron,1.3
66.82,5.67,22.35,4.1,7.06,17.76,1.46,Open Hearth iron,3.83
205.0,4.7,2.8,8.0,38.1,0.6,1.5,Open Hearth iron,1.8
10.42,7.1,31.52,8.51,1.39,50.03,1.5,Wrought Iron,6.59
15.0,7.0,7.6,9.1,23.2,30.9,3.0,Bessemer Steel,4.55
17.7,7.6,25.7,12.1,2.6,46.1,3.0,Bessemer Steel,2.8
74.66,6.55,12.91,12.0,27.83,6.64,3.01,Open Hearth iron,4.46
19.64,4.62,28.36,1.0,3.92,34.42,1.46,Wrought Iron,0.75
78.63,5.49,17.71,11.24,25.44,16.78,1.5,Open Hearth iron,0.97
59.8,4.5,30.8,7.7,4.4,51.7,3.0,Open Hearth iron,7.0
13.16,7.14,28.88,4.1,4.95,35.92,1.62,Wrought Iron,2.19
8.0,6.8,72.8,3.7,34.0,46.2,1.5,Bessemer Steel,3.5
15.0,7.0,7.6,5.1,23.2,30.9,3.0,Open Hearth iron,3.0
1.3,7.0,29.4,8.2,7.2,32.4,1.5,Wrought Iron,4.7
20.53,7.35,17.95,12.2,10.85,25.98,1.52,Open Hearth iron,1.48
19.78,4.43,28.37,9.9,3.67,34.23,1.47,Bessemer Steel,2.84
5.63,3.69,42.62,6.0,1.94,87.89,1.57,Wrought Iron,3.75
431.09,5.91,11.99,12.1,40.7,7.19,2.91,Wrought Iron,1.02
13.15,7.0,28.8,4.1,4.9,35.8,3.0,Wrought Iron,2.2
82.9,4.4,22.2,8.53,12.0,26.5,1.5,Wrought Iron,5.48
13.15,7.0,28.8,12.1,4.9,35.8,3.0,Open Hearth iron,7.3
4.08,6.8,24.6,5.6,2.5,62.6,3.0,Wrought Iron,8.9
9.7,6.0,33.0,4.1,2.3,47.1,3.0,Open Hearth iron,4.3
137.0,4.7,34.8,8.0,14.9,45.8,1.5,Open Hearth iron,5.9
2.63,7.4,14.8,9.8,18.7,26.7,3.0,Wrought Iron,12.5
66.7,5.6,22.2,4.0,7.0,17.7,3.0,Open Hearth iron,3.7
109.77,5.42,32.03,11.8,15.44,53.18,3.1,Bessemer Steel,1.65
0.6,3.1,55.4,6.36,68.9,65.0,3.0,Open Hearth iron,6.61
6.25,4.4,37.35,8.87,20.09,46.2,1.5,Bessemer Steel,17.49
32.04,7.15,12.36,2.0,33.49,12.84,1.4,Open Hearth iron,0.17
13.15,7.0,28.8,6.65,4.9,35.8,3.0,Wrought Iron,4.97
8.68,5.41,29.89,5.26,15.37,67.19,3.0,Bessemer Steel,9.41
4.89,7.5,54.4,9.21,5.7,70.4,1.5,Wrought Iron,5.85
110.0,5.3,32.0,6.0,15.5,53.1,1.5,Bessemer Steel,1.3
13.2,5.3,33.1,3.39,6.9,40.3,1.5,Wrought Iron,2.85
85.0,4.9,29.4,8.39,5.4,1.2,1.5,Bessemer Steel,4.24
29.8,7.3,46.4,4.41,20.9,18.6,1.5,Bessemer Steel,1.66
20.6,7.3,18.0,6.39,10.9,26.0,3.0,Open Hearth iron,0.85
17.7,7.6,25.7,12.1,2.6,46.1,3.0,Bessemer Steel,2.8
8.08,6.56,72.79,9.6,33.89,46.2,3.01,Bessemer Steel,11.42
12.7,4.2,34.5,11.72,26.6,71.2,1.5,Open Hearth iron,20.75
6.84,7.3,37.6,3.67,2.0,44.9,1.5,Wrought Iron,2.82
5.64,3.77,42.67,17.8,1.98,87.88,1.54,Bessemer Steel,9.36
13.28,6.94,28.97,1.8,4.85,35.81,2.99,Wrought Iron,0.99
66.7,5.57,22.39,8.1,6.94,17.77,2.94,Open Hearth iron,5.44
137.0,4.7,34.8,2.0,14.9,45.8,3.0,Wrought Iron,2.9
13.09,6.95,28.81,1.9,4.76,36.02,1.6,Bessemer Steel,1.4
2.64,7.52,14.83,7.7,18.71,26.69,2.83,Wrought Iron,4.06
82.96,4.38,22.11,7.9,11.85,26.34,1.49,Wrought Iron,5.11
13.2,5.3,33.1,3.19,6.9,40.3,3.0,Wrought Iron,2.02
2.78,9.4,24.7,2.4,6.1,6.2,3.0,Wrought Iron,7.09
17.8,7.2,25.8,11.91,9.5,36.0,3.0,Bessemer Steel,3.28
276.23,4.22,4.6,5.65,20.64,3.36,3.0,Open Hearth iron,3.54
9.84,8.81,31.29,5.7,7.12,31.21,2.97,Bessemer Steel,2.01
8.0,6.8,72.8,10.4,34.0,46.2,1.5,Open Hearth iron,12.16
74.54,5.5,24.2,1.3,7.3,15.17,2.96,Bessemer Steel,1.25
205.18,4.78,2.86,17.7,38.06,0.41,1.51,Wrought Iron,4.33
137.0,4.7,34.8,6.0,14.9,45.8,3.0,Wrought Iron,5.7
386.0,4.5,3.0,16.86,32.1,2.6,1.5,Bessemer Steel,2.6
11.4,7.3,28.4,2.19,16.6,20.3,1.5,Open Hearth iron,0.7
8.0,6.8,72.8,9.58,34.0,46.2,1.5,Bessemer Steel,9.74
11.34,7.34,28.3,7.7,16.74,20.26,1.59,Bessemer Steel,2.93
9.7,6.0,33.0,8.0,2.3,47.1,1.5,Bessemer Steel,5.5
205.0,4.7,2.8,4.1,38.1,0.6,3.0,Wrought Iron,2.1
17.8,7.2,25.8,7.52,9.5,36.0,1.5,Bessemer Steel,2.0
24.75,6.19,25.11,5.78,3.85,35.35,3.0,Bessemer Steel,1.98
66.7,5.6,22.2,8.0,7.0,17.7,3.0,Bessemer Steel,5.4
15.0,7.0,7.6,11.86,23.2,30.9,1.5,Bessemer Steel,4.38
2.78,9.4,24.7,4.3,6.1,6.2,1.5,Wrought Iron,13.3
6.84,7.3,37.6,17.6,2.0,44.9,3.0,Open Hearth iron,7.7
6.84,7.3,37.6,5.26,2.0,44.9,3.0,Open Hearth iron,2.96
72.43,6.17,22.57,7.09,24.16,33.71,1.5,Bessemer Steel,1.65
0.46,3.14,55.48,4.2,68.9,65.06,1.48,Bessemer Steel,4.79
49.0,6.7,23.4,2.31,14.7,35.1,1.5,Open Hearth iron,1.41
35.2,6.2,17.2,7.17,14.4,13.9,3.0,Wrought Iron,2.32
20.6,7.3,18.0,4.1,10.9,26.0,3.0,Wrought Iron,2.1
2.18,2.6,43.4,11.28,33.2,46.2,1.5,Bessemer Steel,21.65
15.0,7.0,7.6,2.96,23.2,30.9,3.0,Open Hearth iron,1.98
48.91,6.76,23.33,9.9,14.74,35.16,2.99,Bessemer Steel,4.28
6.84,7.3,37.6,12.0,2.0,44.9,1.5,Open Hearth iron,6.0
20.6,7.3,18.0,5.88,10.9,26.0,1.5,Open Hearth iron,1.28
6.84,7.3,37.6,17.07,2.0,44.9,1.5,Open Hearth iron,7.63
5.7,3.7,42.6,3.07,1.9,87.8,3.0,Bessemer Steel,2.05
29.8,7.3,46.4,7.4,20.9,18.6,1.5,Open Hearth iron,1.33
2.63,7.4,14.8,3.6,18.7,26.7,1.5,Bessemer Steel,3.15
159.27,5.22,8.77,5.37,31.16,7.74,1.5,Wrought Iron,2.33
74.31,5.58,24.26,8.1,7.68,15.19,1.42,Open Hearth iron,4.06
3.3,7.6,37.0,9.13,8.7,70.1,3.0,Open Hearth iron,4.67
3.3,7.6,37.0,11.8,8.7,70.1,3.0,Bessemer Steel,8.3
2.78,9.4,24.7,3.21,6.1,6.2,3.0,Bessemer Steel,9.58
114.0,4.5,13.0,4.77,34.7,5.6,1.5,Open Hearth iron,0.58
205.0,4.7,2.8,8.44,38.1,0.6,3.0,Open Hearth iron,2.27
9.7,6.0,33.0,2.03,2.3,47.1,3.0,Bessemer Steel,2.23
29.8,7.3,46.4,11.5,20.9,18.6,1.5,Open Hearth iron,3.5
28.2,6.8,24.8,6.75,15.8,52.1,3.0,Bessemer Steel,2.98
205.0,4.7,2.8,6.0,38.1,0.6,3.0,Open Hearth iron,1.9
20.6,7.3,18.0,3.41,10.9,26.0,3.0,Wrought Iron,1.69
110.0,5.3,32.0,4.0,15.5,53.1,1.5,Open Hearth iron,1.4
51.59,4.83,28.44,3.8,9.54,22.36,1.47,Wrought Iron,3.93
1.48,5.74,43.61,5.2,3.53,9.79,1.71,Bessemer Steel,2.08
11.4,7.3,28.4,10.52,16.6,20.3,1.5,Open Hearth iron,2.88
66.7,5.6,22.2,12.0,7.0,17.7,1.5,Bessemer Steel,6.2
112.0,3.8,7.0,4.93,3.5,4.5,1.5,Bessemer Steel,4.46
12.15,7.0,28.6,1.0,1.1,52.5,1.5,Bessemer Steel,1.1
114.0,4.5,13.0,1.3,34.7,5.6,1.5,Wrought Iron,0.3
205.0,4.7,2.8,7.06,38.1,0.6,3.0,Bessemer Steel,2.3
0.6,3.1,55.4,3.64,68.9,65.0,1.5,Open Hearth iron,3.24
15.0,7.0,7.6,12.0,23.2,30.9,3.0,Open Hearth iron,5.9
11.47,7.4,28.37,3.8,16.46,20.32,1.41,Open Hearth iron,1.3
19.7,4.6,28.4,6.42,3.9,34.2,1.5,Open Hearth iron,2.31
112.0,3.8,7.0,6.36,3.5,4.5,3.0,Wrought Iron,4.26
431.0,5.9,12.2,11.69,40.6,7.2,1.5,Open Hearth iron,0.98
12.7,4.2,34.5,2.0,26.6,71.2,1.5,Open Hearth iron,4.0
12.5,6.94,28.4,10.3,14.92,22.14,3.0,Open Hearth iron,2.43
19.7,4.6,28.4,3.7,3.9,34.2,3.0,Bessemer Steel,1.8
205.0,4.7,2.8,2.41,38.1,0.6,3.0,Wrought Iron,1.05
52.1,5.8,32.0,9.1,15.5,13.2,1.5,Bessemer Steel,3.8
11.4,7.3,28.4,7.1,16.6,20.3,3.0,Wrought Iron,2.4
11.4,7.3,28.4,6.76,16.6,20.3,3.0,Bessemer Steel,2.7
12.7,4.2,34.5,9.72,26.6,71.2,1.5,Open Hearth iron,15.93
2.63,7.4,14.8,7.7,18.7,26.7,3.0,Open Hearth iron,3.9
17.7,7.6,25.7,4.27,2.6,46.1,3.0,Open Hearth iron,1.32
13.15,7.0,28.8,4.1,4.9,35.8,1.5,Wrought Iron,2.2
59.66,4.43,30.85,11.7,4.27,51.76,1.54,Open Hearth iron,9.43
74.36,5.54,24.35,7.7,7.65,15.18,3.18,Bessemer Steel,4.86
5.57,3.84,42.62,7.9,1.91,87.65,2.89,Open Hearth iron,4.96
6.8,7.27,37.74,4.0,2.0,44.85,1.51,Bessemer Steel,3.03
31.9,7.1,12.4,4.57,33.5,12.8,3.0,Wrought Iron,1.91
1.93,6.36,47.21,1.9,4.47,7.73,1.54,Bessemer Steel,7.5
45.39,5.33,30.09,12.3,8.03,42.35,1.5,Wrought Iron,6.39
31.86,7.09,12.32,4.2,33.39,12.77,3.0,Wrought Iron,1.42
29.8,7.3,46.4,4.23,20.9,18.6,1.5,Open Hearth iron,1.56
112.11,4.4,13.8,6.0,15.92,17.58,1.75,Wrought Iron,1.72
17.94,7.27,25.74,5.7,9.61,35.89,1.4,Wrought Iron,1.77
59.8,4.5,30.8,8.25,4.4,51.7,3.0,Open Hearth iron,7.43
74.6,6.6,13.0,6.36,27.8,6.6,3.0,Open Hearth iron,3.83
3.48,7.4,36.96,5.8,8.72,70.22,3.05,Bessemer Steel,3.42
28.9,7.5,22.4,9.6,3.8,36.3,1.5,Wrought Iron,4.8
28.91,7.41,22.34,3.6,4.0,36.44,3.08,Bessemer Steel,2.07
74.4,5.6,24.2,11.49,7.5,15.3,1.5,Wrought Iron,5.43
17.66,7.21,25.82,17.1,9.37,35.86,1.67,Bessemer Steel,3.19
16.65,5.59,28.4,5.0,8.57,29.09,3.0,Open Hearth iron,1.44
66.7,5.6,22.2,3.48,7.0,17.7,1.5,Wrought Iron,3.09
57.0,7.3,17.8,8.98,11.7,15.8,3.0,Wrought Iron,2.85
4.89,7.5,54.4,6.19,5.7,70.4,3.0,Open Hearth iron,5.7
4.31,6.9,40.71,9.28,12.18,26.69,1.5,Bessemer Steel,22.32
8.0,6.72,72.84,7.7,33.95,46.22,1.57,Bessemer Steel,8.85
431.0,5.9,12.2,4.94,40.6,7.2,1.5,Open Hearth iron,0.66
74.4,5.6,24.2,4.0,7.5,15.3,1.5,Open Hearth iron,3.1
74.4,5.6,24.2,6.1,7.5,15.3,1.5,Open Hearth iron,2.3
48.87,6.84,23.42,1.3,14.61,35.05,1.56,Bessemer Steel,0.94
3.24,7.31,36.99,10.0,8.79,70.13,1.57,Open Hearth iron,4.98
3.35,7.55,36.98,3.8,8.71,70.01,1.33,Open Hearth iron,1.85
111.9,4.61,13.7,17.8,15.87,17.5,3.08,Wrought Iron,2.49
112.0,3.8,7.0,6.0,3.5,4.5,1.5,Wrought Iron,4.6
20.63,7.19,18.0,4.1,10.77,25.89,1.66,Bessemer Steel,1.33
12.13,6.97,28.53,1.1,1.19,52.41,3.01,Open Hearth iron,1.28
4.89,7.5,54.4,2.0,5.7,70.4,1.5,Wrought Iron,2.1
0.6,3.1,55.4,8.96,68.9,65.0,3.0,Bessemer Steel,9.41
1.9,6.2,47.4,6.28,4.4,7.8,1.5,Bessemer Steel,12.2
31.9,7.1,12.4,8.0,33.5,12.8,1.5,Open Hearth iron,1.0
35.2,6.2,17.2,5.8,14.4,13.9,1.5,Open Hearth iron,2.4
52.1,5.8,32.0,7.93,15.5,13.2,1.5,Bessemer Steel,3.45
74.7,6.68,13.1,1.4,27.71,6.63,1.64,Bessemer Steel,1.25
13.2,5.3,33.1,4.0,6.9,40.3,3.0,Bessemer Steel,2.4
59.7,4.57,30.63,3.6,4.52,51.71,2.91,Open Hearth iron,3.37
24.97,6.58,45.64,13.91,17.09,32.48,3.0,Wrought Iron,3.88
51.5,4.9,28.4,5.6,9.6,22.3,3.0,Wrought Iron,4.6
17.78,6.98,25.77,1.1,9.53,35.9,3.02,Wrought Iron,0.3
51.46,5.04,28.36,11.5,9.53,22.21,3.1,Open Hearth iron,7.0
110.09,5.35,32.16,3.8,15.5,53.2,1.64,Bessemer Steel,1.31
74.6,6.6,13.0,12.0,27.8,6.6,1.5,Open Hearth iron,4.3
10.0,8.8,31.2,6.97,7.2,31.2,3.0,Wrought Iron,1.97
9.87,7.17,10.59,5.73,21.33,29.16,3.0,Open Hearth iron,5.33
114.0,4.5,13.0,12.0,34.7,5.6,3.0,Open Hearth iron,1.4
4.89,7.5,54.4,12.32,5.7,70.4,3.0,Bessemer Steel,8.28
57.0,7.3,17.8,6.14,11.7,15.8,3.0,Wrought Iron,2.34
21.21,4.21,34.08,11.4,3.81,63.72,1.37,Wrought Iron,5.11
4.08,6.8,24.6,5.05,2.5,62.6,1.5,Open Hearth iron,9.35
3.3,7.6,37.0,5.26,8.7,70.1,3.0,Wrought Iron,2.58
49.0,6.7,23.4,11.88,14.7,35.1,1.5,Bessemer Steel,3.25
112.0,4.5,13.8,2.0,16.0,17.6,1.5,Wrought Iron,1.2
2.62,7.39,14.93,9.8,18.71,26.71,3.04,Open Hearth iron,13.23
28.9,7.5,22.4,8.1,3.8,36.3,3.0,Wrought Iron,3.6
57.02,7.23,17.73,5.7,11.6,15.74,2.95,Open Hearth iron,2.33
9.65,5.96,33.06,11.9,2.17,47.08,3.03,Wrought Iron,8.73
6.84,7.3,37.6,14.78,2.0,44.9,1.5,Bessemer Steel,6.99
110.0,5.3,32.0,11.9,15.5,53.1,1.5,Open Hearth iron,1.7
74.4,5.6,24.2,5.25,7.5,15.3,3.0,Open Hearth iron,3.06
49.0,6.7,23.4,1.68,14.7,35.1,3.0,Open Hearth iron,1.45
5.7,3.7,42.6,2.0,1.9,87.8,1.5,Bessemer Steel,0.5
15.04,7.12,7.66,5.0,23.19,30.91,1.31,Wrought Iron,2.91
29.8,7.3,46.4,8.78,20.9,18.6,1.5,Wrought Iron,2.69
137.06,4.77,34.81,12.0,14.93,45.82,1.46,Bessemer Steel,17.39
19.7,4.6,28.4,5.7,3.9,34.2,1.5,Open Hearth iron,2.2
66.8,5.67,22.19,12.1,7.03,17.55,3.06,Open Hearth iron,7.03
110.0,5.3,32.0,4.45,15.5,53.1,3.0,Wrought Iron,1.07
5.7,3.7,42.6,12.66,1.9,87.8,3.0,Open Hearth iron,7.18
51.5,4.9,28.4,4.1,9.6,22.3,3.0,Wrought Iron,3.81
137.0,4.7,34.8,3.59,14.9,45.8,1.5,Wrought Iron,6.39
49.0,6.7,23.4,4.0,14.7,35.1,3.0,Wrought Iron,1.8
386.0,4.5,3.0,5.26,32.1,2.6,3.0,Open Hearth iron,0.94
177.9,4.8,29.1,2.0,18.2,46.1,3.0,Wrought Iron,1.6
13.15,7.0,28.8,2.24,4.9,35.8,3.0,Open Hearth iron,1.17
4.89,7.5,54.4,2.0,5.7,70.4,1.5,Bessemer Steel,2.1
1.66,5.6,43.6,13.74,3.47,9.8,1.5,Bessemer Steel,3.97
17.75,7.3,25.73,7.7,9.41,36.15,2.84,Bessemer Steel,1.99
74.29,5.74,24.27,12.1,7.57,15.19,2.91,Wrought Iron,6.47
17.69,7.63,25.45,6.2,2.63,46.06,2.98,Wrought Iron,2.06
28.2,6.8,24.8,7.95,15.8,52.1,3.0,Bessemer Steel,3.29
386.0,4.5,3.0,12.0,32.1,2.6,1.5,Wrought Iron,2.4
6.84,7.3,37.6,11.61,2.0,44.9,1.5,Open Hearth iron,5.79
25.5,6.43,24.62,4.92,3.84,35.52,3.0,Open Hearth iron,1.89
6.84,7.3,37.6,7.22,2.0,44.9,3.0,Open Hearth iron,3.69
6.87,7.4,37.56,7.9,2.11,45.03,3.03,Bessemer Steel,4.39
385.99,4.52,2.89,17.1,32.14,2.43,1.34,Open Hearth iron,2.68
29.8,7.3,46.4,15.28,20.9,18.6,3.0,Wrought Iron,4.49
2.63,7.4,14.8,7.71,18.7,26.7,3.0,Bessemer Steel,3.84
51.5,4.9,28.4,9.6,9.6,22.3,1.5,Open Hearth iron,6.7
82.9,4.4,22.2,12.0,12.0,26.5,1.5,Open Hearth iron,8.3
10.0,8.8,31.2,2.37,7.2,31.2,3.0,Bessemer Steel,0.81
12.7,4.3,34.44,10.0,26.62,71.22,2.86,Open Hearth iron,15.38
12.7,4.2,34.5,8.23,26.6,71.2,3.0,Open Hearth iron,16.27
112.0,3.8,7.0,4.76,3.5,4.5,1.5,Open Hearth iron,4.2
13.24,5.17,33.06,11.9,6.85,40.3,2.89,Wrought Iron,6.51
82.9,4.4,22.2,4.11,12.0,26.5,3.0,Bessemer Steel,3.39
35.2,6.2,17.2,11.27,14.4,13.9,3.0,Wrought Iron,4.86
35.2,6.2,17.2,9.9,14.4,13.9,3.0,Bessemer Steel,4.6
1.3,7.0,29.4,7.03,7.2,32.4,3.0,Bessemer Steel,3.51
137.0,4.7,34.8,11.22,14.9,45.8,3.0,Open Hearth iron,11.16
10.0,8.8,31.2,2.77,7.2,31.2,3.0,Wrought Iron,1.07
29.66,7.32,46.4,0.9,20.9,18.67,1.46,Bessemer Steel,0.79
385.92,4.34,3.04,17.3,32.18,2.59,3.05,Open Hearth iron,2.78
28.2,6.8,24.8,5.29,15.8,52.1,1.5,Open Hearth iron,2.15
59.8,4.5,30.8,4.6,4.4,51.7,1.5,Open Hearth iron,4.02
204.9,4.83,2.83,2.3,38.1,0.62,1.59,Wrought Iron,1.31
12.7,4.2,34.5,10.0,26.6,71.2,1.5,Open Hearth iron,16.2
1.3,7.0,29.4,1.1,7.2,32.4,1.5,Bessemer Steel,0.9
205.07,4.73,2.8,12.2,38.16,0.62,1.57,Wrought Iron,3.03
19.82,4.64,28.46,7.5,4.0,34.25,3.2,Wrought Iron,2.45
15.05,6.85,7.47,5.0,23.33,30.85,3.11,Open Hearth iron,3.07
385.91,4.52,3.14,1.5,32.04,2.45,2.86,Bessemer Steel,0.11
57.0,7.3,17.8,7.5,11.7,15.8,1.5,Bessemer Steel,2.27
29.8,7.3,46.4,4.07,20.9,18.6,1.5,Wrought Iron,2.17
110.0,5.3,32.0,1.4,15.5,53.1,3.0,Wrought Iron,0.4
20.49,7.34,18.14,12.2,10.92,26.22,1.6,Bessemer Steel,1.06
177.9,4.8,29.1,17.06,18.2,46.1,1.5,Open Hearth iron,3.75
49.0,6.7,23.4,4.39,14.7,35.1,3.0,Wrought Iron,1.99
112.03,3.84,6.95,11.9,3.5,4.59,1.51,Open Hearth iron,8.38
74.6,6.6,13.0,9.88,27.8,6.6,1.5,Bessemer Steel,4.93
1.3,7.0,29.4,8.2,7.2,32.4,3.0,Bessemer Steel,4.4
23.7,6.2,31.2,3.48,10.8,30.9,1.5,Wrought Iron,2.5
178.0,4.74,29.05,8.0,18.23,46.15,2.97,Wrought Iron,3.82
20.6,7.3,18.0,6.99,10.9,26.0,1.5,Bessemer Steel,1.31
20.6,7.3,18.0,4.1,10.9,26.0,1.5,Wrought Iron,2.0
2.78,9.4,24.7,6.2,6.1,6.2,3.0,Bessemer Steel,13.8
4.85,7.52,54.45,5.7,5.57,70.5,2.85,Bessemer Steel,5.34
205.0,4.7,2.8,3.28,38.1,0.6,3.0,Open Hearth iron,2.0
74.26,5.62,24.31,6.1,7.72,15.46,1.49,Open Hearth iron,2.31
386.0,4.5,3.0,1.66,32.1,2.6,3.0,Open Hearth iron,0.31
2.97,4.54,49.3,9.25,53.35,56.48,1.5,Wrought Iron,12.57
0.6,3.1,55.4,12.0,68.9,65.0,1.5,Wrought Iron,16.6
66.7,5.6,22.2,6.1,7.0,17.7,3.0,Bessemer Steel,4.4
17.7,7.6,25.7,17.1,2.6,46.1,3.0,Open Hearth iron,6.5
10.0,8.8,31.2,2.16,7.2,31.2,1.5,Bessemer Steel,1.05
2.63,7.4,14.8,7.7,18.7,26.7,3.0,Bessemer Steel,3.8
177.91,4.97,29.06,1.9,17.9,45.87,3.2,Bessemer Steel,2.08
11.4,7.3,28.4,1.2,16.6,20.3,1.5,Open Hearth iron,0.4
21.2,4.4,34.3,16.9,3.7,63.6,3.0,Wrought Iron,5.6
28.9,7.5,22.4,11.02,3.8,36.3,3.0,Wrought Iron,5.46
59.79,4.56,30.71,3.8,4.52,51.88,3.05,Wrought Iron,3.85
31.9,7.1,12.4,8.0,33.5,12.8,3.0,Open Hearth iron,0.8
8.0,6.8,72.8,3.93,34.0,46.2,3.0,Open Hearth iron,3.73
431.0,5.9,12.2,7.29,40.6,7.2,3.0,Bessemer Steel,0.9
137.0,4.7,34.8,8.9,14.9,45.8,1.5,Bessemer Steel,10.67
4.08,6.8,24.6,1.6,2.5,62.6,1.5,Open Hearth iron,3.4
5.7,3.7,42.6,4.91,1.9,87.8,1.5,Bessemer Steel,2.78
23.7,6.2,31.2,6.0,10.8,30.9,1.5,Wrought Iron,4.4
10.02,8.95,31.12,5.8,7.33,31.32,1.57,Bessemer Steel,2.36
5.7,3.7,42.6,7.91,1.9,87.8,1.5,Bessemer Steel,5.29
9.7,6.0,33.0,6.68,2.3,47.1,1.5,Open Hearth iron,5.74
13.2,5.3,33.1,10.0,6.9,40.3,3.0,Bessemer Steel,5.32
48.96,6.56,23.47,6.1,14.68,35.12,1.51,Wrought Iron,2.85
23.7,6.2,31.2,4.93,10.8,30.9,1.5,Bessemer Steel,3.47
17.7,7.6,25.7,17.1,2.6,46.1,3.0,Bessemer Steel,5.4
51.5,4.9,28.4,2.45,9.6,22.3,1.5,Open Hearth iron,2.07
51.5,4.9,28.4,4.25,9.6,22.3,1.5,Wrought Iron,4.34
